text,airline_sentiment,label
usairways if you could change your name to southwestair and do what they do...thatd be awesome. Also this plane smells like onion rings.,negative,0
Kudos to Robin at PHXSkyHarbor LostFound for reuniting me w my iPad. She was delightful to work with!,positive,2
"Still sitting in airport as 605 flt delayed until 655...but still not boarding, what is happening? No info....",negative,0
"flight 500 out of Seattle has 10,000lbs too much fuel and no water for the lavoratories. Nice job guys est 40min behind now",negative,0
Are you guys awake? Need help with delayed flight to get protected on Late Flightr flight from PHL.,negative,0
TinaIsBack Im so sorry for your frustration. Did you get rebooked? SW Ive been rebooked 4 times!! Still stuck!! #SMH,negative,0
stuck at gate Miami to JFK flight 1510. Are we going to get out of here tonight? Very frustrating,negative,0
not completely. Our flight was changed in July but we never received notification.,negative,0
wonder if this misery is considered a damage in a breach of contract lawsuit #lawyerup,negative,0
Help I left my Nikon camera under the seat in front of me. What do I do?,neutral,1
so whats the hold up on flight 4302?,neutral,1
"yes, We have de baggage claim, Im so sad for the baggage and how They treat Us please we need That baggage",negative,0
Will have to try standby in Denver tonight or will have to Cancelled Flight father son trip till next year. Thx for trying.,positive,2
Then you better #HoldOn #EverythingsGonnaBeAlright jetblue 4 our #brandloveaffair #TrueBlueLove #travel #business,positive,2
worst customer service Ive ever experienced. Ill never fly your airline ever again. I have to pay to sleep in Philly. Fuck you.,negative,0
Its not what happens to us that matters...Its our response that matters. Way to drop the ball AA.,negative,0
"Very good flight, thank you!",positive,2
forget wedding fairs. How about discounts for nonprofits? We donate part of our worth every single day,neutral,1
thanks for the response. We are hopeful.,positive,2
i need help but in spanish,negative,0
Delayed due to lack of crew and now delayed again because theres a long line for deicing... Still need to improve service #united,negative,0
no thanks,neutral,1
thats awesome! Love flying SWA!,positive,2
Can I book a flight on my own and get reimbursed by you?,neutral,1
AList Pref credit card holder called exclusive # and hung up after on hold for 14 min. What gives???,negative,0
"has me #stranded weather NOT to blame. 1hr hold to speak to an agent that doesnt understand the concept of time zones, thanks!",negative,0
three hour wait and counting waiting for reservations on the phone. Are you serious!?,negative,0
"trying to change my reservation, been on hold for 45 minutes, and cant do it onlinewas directed to call. Help?",negative,0
I tried to call your customer service line only to be kept in a que for over 45 mins...... please hold we dont care,negative,0
Y U NO LET ME OUT AND MAKE FUN SIZE COOKIES #stuckonaplane #sos #babyfood,negative,0
"no. Other than being on my credit card statement, I have not received anything from you and so I have no way to look it up myself",negative,0
what time? Who can I call. I need my skis. I will go to the airport and get them. No more faith in United.,negative,0
3 hour 45 min delay so far..... Would love to round to 4 hours to just go to bed!,negative,0
my PQMs and PQDs are no longer showing up correctly in my MileagePlus acct. How can I get this fixed?,negative,0
Almost home ...East Coast Freeze headed to PHL connect AVP TGIF,neutral,1
Please follow me.,neutral,1
do you have all winners for Imaginedragons #DestinationDragons,neutral,1
"okay thank you , also I did get a tweet earlier about 1.5 hrs ago saying I won amp should send a DM but then it was deleted?",neutral,1
whats done is done. Not much you can do at this point. Trip is already over.,negative,0
the delay is due to customer service for 20 people? What about the DISSERVICE you provided for 100? #FlightFail #Hour20Delay,negative,0
#UnitedAirlines how long will1531 be delayed.,negative,0
was such a better airline when you were Continental. 75 service fee 75 Flight Booking Problems fee 25 talk to a human fee FU!!!,negative,0
Saying my friend missed her flight when she clearly sat next to me on the plane amp now youre Cancelled Flighting her flight home.. WTF!?,negative,0
why is your website downnnnn ugh,negative,0
americanair thanks for no fresh food on my cross country flight and for making my connection so close No time to eat. TPADFWLAX,negative,0
HiMy flight BNA to LGA was Cancelled Flighted this morning#1814. Looks like other flights out of BNA are taking off. Any chance?,negative,0
still no refund or word via DM. Please resolve this issue as your Cancelled Flightled flight was useless to my assistants trip.,negative,0
"I slept in the miami airport due to mechanical issues and was given 10,000 bonus miles to try and make it right. #slapintheface",negative,0
44 minutes on hold so far. And still havent spoke to a human. Never using you again.,negative,0
So frustrating because I still have not gotten them back. Why my bag was sent to NY is a mystery! Shame on me this time!,negative,0
sorry I didnt realize I wasnt following you,neutral,1
Lmuschel he is traveling with me on a sep reservation number F3KxB8,neutral,1
your inflight team makes the experience #amazing!,positive,2
you broke my sick wifes luggage handle going from JFK to LAX...she had to drag her bag thru the airport! #customerservice,negative,0
"no worries after everyone boarded, the cushions were brought in. Took a while, but they made it here.",positive,2
flight just Cancelled Flightled. This is ridiculous,negative,0
#Real RT Our fleets on fleek.,neutral,1
misplaced my bag 36 hr ago and cant tell me where it is. Ive lost 1000 of stuff #AmericanAirlines #unamericanairlines,negative,0
LUV! your new Luv Television Commercials. Traveled on your airline last year return trip from NYC...#feltthelove,positive,2
client is asking if kids need their own email addresses to get TB acct. Is this true?,neutral,1
"yes, but still now answers. Many have not had their luggage for 3 days! Unacceptable!!",negative,0
nothing but praise for you helping our lady make her flight to CHS tonight! #impressed,positive,2
"we finally just arrive to Bogota, good but long flight!!",neutral,1
"its not that, its the rude agent who wouldnt listen to anything I would say and it clearly fit into the sizer",negative,0
only w 70 upgrade. Unsure why she cant just switch someone around. I called 24 hrs in advance for this reason.,negative,0
I hope youre happy! You have officially become the next #ProfitBeforePeople IMO you will be bankrupt by 2020,negative,0
will there a nonstop flight from Midway to Boise for this summer season? Looking to book at labor day trip. Ty,neutral,1
pleaseeee find my suitcase. I want deoderant and a clean shirt for work tomorrow,negative,0
FUK U US AIRWAYS WITH YO SHITTY CHICKEN SALAD SANDWICH THAT SO OVERPRICED AND U FUKING MAKE ME WAIT IN A 6 HR LAYOVER FUK U AND,negative,0
Im all set. About to fly. Not bad for a first date with a giant metal bird machine. She even brought snacks.,positive,2
". Our newest delay, right now",negative,0
ok...i know doors close 10 minutes before takeoff. stop telling me my flight will leave in 20 minutes when we havent boarded.,negative,0
It was last nights 1235ORDLGA.,neutral,1
annricord January 15th.,neutral,1
I would die if I got tickets to #DestinationDragons and you would be invited to my funeral,negative,0
"Poor cabin luggage service on UA1266 to BOS, I was forced to check in even when there was empty space for bags in the overhead!",negative,0
beautiful ride. Thanks again,positive,2
two hour delay for a plane that was visible from the airport. So far terrible customer service. #neveragain,negative,0
Best GAgent in a long time Danny B. for US628 DFWCLT. Appreciated how up to date he kept us during irrops. Super professional!,positive,2
About time...and just in time for my next flight Thursday.,positive,2
got my bags 35 hours Late Flightr and an offer of 50 to go pick them up. Taxi costs 65 one way. Spent 200 for the inconvenience.,negative,0
Youve now put me on a BA flight can I get access for 2 for the lounge? Been at ORD for 11.5 hrs now and still have 5 to go.,negative,0
Flight Booking Problems last second flight for next week from SFO to SAN any chance you want to gift me a promo code since I love you guys,positive,2
your airline has been telling me that my luggage is one hour away from my destination for 5 days!,negative,0
Where are my bags!!! They werent in LAX like your promised. 9 out of 10 things today were a mess today because of you.,negative,0
You moved us onto 6.55pm but there is availability on 1.50 and 3.30. No answer on your phone. Have young children. HELP!,negative,0
Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,positive,2
Left item n the seatback on UA1260. Is there any way to call DCA to ask if they have the item? Already submitted lost amp found report,neutral,1
"i dont believe it, it has been impossible for your agents to get an update from the delivery company since yesterday at 11 am",negative,0
how is your gate agent gonna tell me my flight is on time when its 5 minutes past departure time and the previous flights plane..,negative,0
okayyyy. But I had huge irons on way out. Promise no shenanigans?,neutral,1
thats exactly the point. It fits. Im premier access. Boarding group 2. This was a return ticket. Ive been doing this for 15 yrs,positive,2
"Agents in DFW were very kind did their best to help, but this doesnt make up for PHX error and attitude! #Americant",negative,0
Im not as sure as you are.,negative,0
I sent a DM re an existing reservation but no one has responded,negative,0
"NYNJairports AA1224 45 mins for Priority bags to arrive, now Late Flight for evening plans! Delta 20 min bag guarantee anyone?",negative,0
"flight US1562 from RIC2DFW was Cancelled Flightled yesterday amp I was on hold w cust. service from 610pm EST...4 hours, no answer...",negative,0
Incredible view! I had a smooth flight both ways even tho there was turbulence. Your pilots ROCK!,positive,2
already spent 60 mins today handling this for my minor child. Shame on you for treating a 15 year old girl like this.,negative,0
you Cancelled Flightled my flight to BNA. I have flight from BNA 2 MDW tomorrow AM. You stranded me in DEN. Ive been on hold all day,negative,0
Thank you. Any help is appreciated.,positive,2
what if business as usual meant dropping the bully mentality and fostering inspiration for a greater business #EmployeeRelations,negative,0
1416 Cancelled Flightled? Cant get out for two days? No explanation?,negative,0
my flight 386 from Jacksonville fl to Dallas is showing Cancelled Flightled. What is going on? Am I rebooked on another flight?,negative,0
not an issue but I think training amp information would help. Great ppl but service needs to switch from individual to group better,negative,0
Im trying to check into my 1050AM CT flight tmm on the desktop website and its not working some sort of caching bug SOS,negative,0
was told at 7pm my bags would 1000 be at my house by 9pm. Well theyre not and I continue to be lied to.,negative,0
why is it so hard to add in meal preferences AFTER I booked tickets? I forgot to do it amp its now impossible! I even called.,negative,0
give us no information and an attitude.,negative,0
imma need the hook up tho,neutral,1
thanks for the epic service on 863 always a pleasure outstanding crew,positive,2
"Im on one of your 757300 between JFK and LAX.When r u upgrading planes?Plane has no Screens,lousy seats And thats in UnitedFirst.",negative,0
"First the pilot was Late Flight, now its maintenance. This is EXACTLY what happened two weeks ago. Unacceptable.",negative,0
"guys I need help my reservations, tried calling and Im told to call Late Flightr. Please help me here.",negative,0
United maybe find a different gate #ua1758,negative,0
...she said she would need to get a supervisor. While waiting for the supervisor she hung up on me.,negative,0
....I am on attempt #6 and hour #10 of calling and being put on hold. Not feeling confident that I will ever get through...,negative,0
How is travel bank credit issued by your company fraud I acquired credit from family friend Charles Kravitz see his account,negative,0
"cant link my flight from last week to my TruBlue account and 1800 num isnt answering..dont make me fly Delta again, dont do it!",negative,0
jetblue whos running your tweeter using the word fleek?,neutral,1
I have never been given a number for elite for usair. Only AA. I waited for 3 hours for an answer and by then my seat was gone.,negative,0
Your staff members are looking at me like I have two heads. Check your own websites!!!,negative,0
once again your customer service rep was rude! I asked a question and in turn got attitude. Jane was no help. Disgusted again!,negative,0
"the CSS on your site is a 404 right now, please fix. Site unusable.",negative,0
this has to be the absolute WORST EXPERIENCE EVER!,negative,0
now this,negative,0
"I hope your customer service reps are as reliablefriendly as they usually are, so far you are not living up to your repexper.",negative,0
horrible travel day w your airlines. My 220 flight to Birmingham was Cancelled Flightled w no notification so I couldnt get on the 405,negative,0
I cannot DM you as you do not follow me.,neutral,1
when will you be issuing a weather advisory for RDU?? the entire state of NC has shut down from the overnight winter storm.,neutral,1
your service in Philly is unacceptable. Look into better service a 16 yr old shouldnt have a hard time,negative,0
"coming up on 2hrs on, still havent spoken to a rep",negative,0
thats not an apology. Say it.,negative,0
United Im hoping we dont miss our LAX ITO connection. Not looking forward to being stuck at LAX overnight with our team....AGAIN!,negative,0
#1691 out of JFK. no one has info amp no answers as to why we boarded the plane. the team is in an awkward spot amp everyone is cranky,negative,0
thank you!!! #bringbacktheluvtordu #miami #directflights,positive,2
ods1819 arent you glad this isnt you RT Bet these birds wish theyd flown south for the #winter...,neutral,1
pretty lame response to a two paged single spaced letter,negative,0
tried to check it 40 mins before a flight rather than 45 mins and we are stonewalled by your employees...,negative,0
"nburnside26 U hate delays, too? But u have her amp are holding her hostage! #GoingForGreatnessFAIL",negative,0
"Cancelled Flightled my flight, didnt notify me, and I can only rebook by phone, but cant get through to an agent. Epic. Fail.",negative,0
the service received by both of us was rude and well below my expectations of your airline. That is whats most frustrating,negative,0
2 aisles of empty #evermoreroom seats and we cant move bc we didnt pay?! #nonsense #Waste #JetBlue #jetbluebos #cheap,negative,0
This is the worst flying experience of my life. Flight scheduled for departure at 544pm from Phl. 5 hrs Late Flightr guess where I am?,negative,0
heard about the charge for 1st bag and tighter seats no need to be a loyal JB customer anymore!,negative,0
"we are off to Kax premium. Hoping this flight is better food, TV now I know how to work it and service. Tnx",positive,2
thanks for all the help! Totally appreciate it and you made it super easy too,positive,2
how long does it take for a bag to get to the baggage belt!!!!!#toolong of a wait,negative,0
how about after 2.5 hrs at ORD another .5 on the tarmac refuse to move me to an earlier flight you make it up to me? #iflyalot #bs,negative,0
thinks that a 100 voucher makes up for spending 4 hrs on a plane and landing at the same airport we took off from. Really?,negative,0
you guys should stop doing service in Denver its horrible I get stuck here every time! Ive been here almost 24hrs,negative,0
overbooked by FIFTY people?!? the worst.,negative,0
This is with regard to a flight from a couple weeks ago. Im very frustrated with your policies amp expressing that.,negative,0
Tell me at what point will u realize u cant fly into DCA tonight u Cancelled Flightled the 1pm when will u Cancelled Flight the 526,negative,0
momma I made it!,neutral,1
Understood. Thanks anyway,positive,2
"total win!! Happy 7th bday on intercom, chocoLate Flight kisses, and a chance to hand out snacks.Thank you.",positive,2
you have to run the engine to troubleshoot an issue before boarding the plane!?! How about another plane? #aa2227 #miatoiah,negative,0
What does Cabin Functionality mean when Im taking a customer satisfaction survey?,neutral,1
"Still do not have my bag, its in the CLT airport. Was originally told I would have it by 2pm.",negative,0
has the absolute worst customer service when trying to reach them by phone.,negative,0
I have a few questions about flying with my Maltese puppy. Can you DM me?,neutral,1
"Flights 1384 and 1583. I have picked up twice this week for 1583, and both times it was delayed!!",negative,0
as a freq flyer it makes me sad to see cust needing assistance treated so poorly. #ServiceFail,negative,0
My mom left her Kindle on flight 1544 today. Burgundy case with a light. Seat 27D. Did anyone find it?,neutral,1
"promised 4 rooms until Wednesday, wentook3 and the hotel charged us 79 per room because we had a pink paper needed white?",negative,0
"thank you for leaving my bag in houston! despite what your system says, i was definitely on the flight!",negative,0
FortuneMagazine Love flying Southwest! Best flight attendants ever!,positive,2
not ok to Cancelled Flight flight 1274 tmrw for weather amp to rebook 4 flight the next day when there is flight tmrw night. no compensation?,negative,0
Ive been on hold for 30 minutes and counting. #unacceptable,negative,0
Our fleets on fleek.,neutral,1
delayed to10.30!!,negative,0
youre right its not fun. Especially when I dont have much of a choice. Lol. #curvygirltravels,negative,0
I bein calling JetBlue no respond I leave my number no call back I think JetBlue is loosing a customer,negative,0
#worst2unitedflightsever UA1429 IAD to LAS 219 mechanical problems switched aircraft delayed 3.5 hours!,negative,0
Awesome staff at the check in desk! They had a paper airplane race for a SW gift card to keep ppl entertained during delays,positive,2
Cant unload flight #3322 because jetway is broken. #steps #planB? #waiting nearly an hour,negative,0
great flight experience again... SFOJFK... Dare I say it? A consistent high quality on a legacy airline? Keep it up guys!,positive,2
we are through. I can quit you. I am. The nonsense amp lies are a colossal infringement you can no longer get away with,negative,0
worst experience ever with you guyssee my blog tomorrow on my experience. Maybe you can help make it better.,negative,0
now been on board with no movement for 25 min...wow this experience just keeps getting worse and worse,negative,0
You guys need pillows on these rockers to really knock it out of the park ... just sayin ...,neutral,1
Our fleets on fleek. is fleek dead yet now?,neutral,1
"if u miss first leg of ur flight, you have to pay hundreds of s just to keep your second leg? How much to keep my earned miles?",negative,0
yes. We spent the whole day talking to agents and someone finally offered to let him stay in a hotel,negative,0
needs 2 make me whole Used my tkt back n PHX due 2 rude SNA agent Jacquie Plitt flew 2 CABO,negative,0
"is the new SpiritAirlines, and both are worse than taking the GreyhoundBus #americanairlines #nocustomerservice #fail",negative,0
Im running out of money to keep paying for hotel rooms amp food in NYC. You dont help people with spent,negative,0
TY Can you confirm or deny if AA953 left JFK? I want to figure out if more delays are in store. Internet giving different info.,negative,0
my #Navy sisters flight 2470 cancld. She cant get an agent. Theyve called her back to be put on hold amp then discnct.Any help?,negative,0
Lekvhg want to see what the cost would be to change to the 430 flight,neutral,1
DM does not work what do I do?,neutral,1
boarded flight 2334 at 830am. Now 1140. Still sitting on runway. Lots o fun,negative,0
when do we get our baggages? usaireays 699 LA to RDU,negative,0
Lindsay and ??. Darn. Terrible memory on my part. I know they are headed back to IAD and then PIT tonight.,neutral,1
great day in the air.,positive,2
Unhappy with 4 hour delayed flight.. Missed dinner,negative,0
"contact via FB messages, Twitter DM or text?",neutral,1
"I saw ppl were winning tickets still, how do we win some?",neutral,1
Please update your website,negative,0
"That was Chantilly, Paris, France.",neutral,1
"hi, can you please tell me why todays flights from Chicago to DIA were Cancelled Flightled? Thanks!",neutral,1
i ve been told that you get a percentage on every plastic bottle that is sold around yout departure section...turn up the heat,neutral,1
big up the pilot of 644 for turning 1hr on the tarmac to just a 20min delayed arrival,positive,2
"yes, last month when Boston got the first big snow storm and my flight was Cancelled Flightled.",negative,0
"I have such a love hate relationship with you. Some days youre good, the others you are so terribly awful its saddening",neutral,1
"Direct Messaged you, didnt hear anything back",negative,0
what is your policy on flying after surgery? I am still waiting for answer so I can tell me doctor.,neutral,1
what is your policy around bringing a breast pump on board?,neutral,1
it was at JFK airport right now,neutral,1
is there wifi on he plain,neutral,1
How can you get your TSA traveler ID added to your boarding pass? Why would it not be included as TSA precheck? Flying tomorro,neutral,1
"it would be awfully nice if you could send an alert when my flight is Cancelled Flighted. No text, no email, no love...",negative,0
Got it worked out. Had to postpone my trip and pay extra though. Not easy for a poor graduate student.,negative,0
thank you! I wish the lady in Little Rock had told me that in the morning when I asked her,positive,2
thanks for the show!,positive,2
is service to Aruba being permanently discontinued in August?,neutral,1
where is the great customer service I have come to knowexpect you LUV dropped by EB check in and no help in sight!,negative,0
"Yeah, bag is on the way. As per usual. Im actually getting used to getting it delivered to me, its kind of nice in a sense.",negative,0
awe you guys are great cant wait to travel with you again soon!!!,positive,2
been standing at the gate for 45 min trying to go standby bc I will miss my connection. No help! Do NOT fly US AIRWAYS!,negative,0
why so expensive to go to Vegas with stops in Late Flight June as I can get non stop for same on competition,negative,0
passengers sitting on plane for two hours flight #4663 from CMH!!! All other flights have left #usairwaysfail #worstairlineever,negative,0
"my wife was on a flt from BRO to TUL via DFW that was Cancelled Flighted. Bought an SWA flight to get her home. Partial refund,DM me plz?",negative,0
still waiting on a response,negative,0
well I HAD a car amp free place 2 stay had I known Unacceptable treatment from Spvsr. Sally in Cleveland. #Disappointed,negative,0
Inexcusable behavior by gate agent. Sorry isnt enough. #Flight850 #CLT#BNA,negative,0
or she,neutral,1
you Cancelled Flightled my flight and now I am in the back of the queue and you want to charge me 200 for business class? Stay classy,negative,0
loves Cancelled Flightling tickets and not telling their customers #flyunited,negative,0
"to my legal last name. So its not technically a name change, I just used the wrong name",neutral,1
cust svc means nothing! So disappointed. Trying since 730a to speak to a human I get bad weather not bad service. #socialtantrum,negative,0
"good morning, any first class upgrades available for ua1619 Feb 25 rsw to ewr? I need 4 seats please",neutral,1
is probably the least satisfactory airline Ive ever been on. Never fails to disappoint.,negative,0
Sure! Email screenshot below. Link,neutral,1
thats why I missed my flight. If the flight had been held for 5 minutes I would have made it. I watched it pull away from the gate,negative,0
it doesnt take 6 days to respond to an already open case!,negative,0
do you have any tickets to the Atlanta show? I would love to go with my sister,neutral,1
"gives positive outlook, but sees increased competition Reuters",neutral,1
Third flight in a row for my wife with her TV not working...,negative,0
"already spoke to that line, unwilling to help really poor support #hitawall",negative,0
I got an email asking me to checkin TMRW for a flight I meant to book for 319 can someone please help! WallStSlumLord PKG49,neutral,1
is alright with me. Please give Scott F at BDL a bonus for excellent customer service,positive,2
Just sent a DM. Thank you for the acknowledgment.,positive,2
thank you for reaching out to me. Hopefully my request will be fixed and I can remain a loyal customer.,negative,0
"redeemed themselves! Flight out at 744!!! Had to call and negotiate, but thank the Lord Im heading home!!!!!",negative,0
could really use your help getting our bags at IAD. Were headed to YOW but now going to YXU,neutral,1
. I appreciate you looking. Can you compensate me on anything for my troubles? Still havent taken off for a 1030 am flight,negative,0
"I appreciate the immediate offer, but suspect it is more longterm issuenot simple fix. Also, skibootbag policy is awkward at best",negative,0
Just DMd. Same issue persisting.,negative,0
Clarkey19 we done it with 1 truck... No biggie,positive,2
thanks for the update. Preciate it. Hope it gets here. Been delayed 2 days getting back,negative,0
yes. Thank you. Oct 25oct 31,positive,2
I understand but wish you would have announced the delay 2 hours earlier vs sitting for 2 hrs at MCO,negative,0
you already have vomit so you are halfway there,negative,0
my flight was Cancelled Flightled Monday. Just looking to Cancelled Flight and credit my card. Thats all.,negative,0
is the contest over for Destination Dragons? I want to try to do everything I can to go.,neutral,1
Flight 1447 N351JB JBLU arrives at FlyTPA following flight from Westchester County Airport,neutral,1
Ok and in Dominican Republic what numbers?,neutral,1
you wont let me change my reservation online so now Im just wasting my time.,negative,0
"djevolutionhd As an EP who travels 125K miles a yr with , I would expect more from them than this horrible travel experience",negative,0
virginAmerica Other carriers are less than half price for a round trip fare. I am stunned.,negative,0
"Very excited, for the first time this Sunday, March 1 I get to fly #JetBlue flight 123 #Mint from JFK. Looking forward",positive,2
United so you jacked out my cousins trip to Portland and then Cancelled Flightled her return trip?! No more United,negative,0
I would like to thank the customer service team for their response to my Cancelled Flightled flight but just offering to cont,positive,2
Will the airline refuse my Canadian passport with less than 6 months remaining validity? Going to US.,neutral,1
"I have LITERALLY been on hold since 3am est.PlatinumEventually hung up amp again back on hold. Understand weather, but ridiculous.",negative,0
"Death in the family cannot make flight tomorrow. Phone rep quoted 440 per person fee, which is almost the cost of ticket. Help?",neutral,1
need flight to ATH from PDX. Do you coordinate with other airlines?,neutral,1
doesnt take into account the 450 it cost 2 rent a car 2 drive home,neutral,1
really appreciate the great customer service... One of your service agents just hung up on me when asking legitimate questions,negative,0
2 months and still no exec platinum member cards. What gives?,negative,0
now we are waiting on nitrogen for the struts and the airport nozzle is not calibrated so they are trying to find another???,negative,0
thank you. We are signed up for notifications. We shall watch and wait!,neutral,1
"classiq, luv Virgin America. Greetingz",positive,2
Awesome! #bestairlineever,positive,2
time to reevaluate my nyc carrier.,negative,0
please provide status for flight 769. I cant imagine its on time as the Web indicates dude to weather here andor Dallas,negative,0
question all. When will I receive my yearly bonus point accumulation? I think its around now but not sure. Thanks!,neutral,1
I had a SJC to JFK departing 1055pm tonight. I have to now change my whole schedule. Can we get a sort of refund for this?,negative,0
So whats allowed or whats not allowed to be carried in my checked baggage?,neutral,1
Already tried. How about Conf # via DM,negative,0
is flight 882 Cancelled Flightled and what do I do if it is?,neutral,1
"gate agent at EWR if you are disabled or in a wheel chair, its time to board, please step. STEP UP??? Lol",negative,0
any help regarding flights out of KPHL would be much appreciated,neutral,1
250 Im not sure if Im rebooked now. In a line at airport trying to work it out. The earlier I can get to SFO the better,negative,0
thank you for always going above and beyond with your customer service!!!!!! #favoriteairline #luvforSW #southwestAir,positive,2
VirginAtlantic I have just checked in flight to SFO from LAX amp been told as Atlantic Flying Club Gold I get no benefits?!,negative,0
"usairways great crew for flight 504 PHX to YVR tonight! Friendly, efficient. Awesome job.",positive,2
My husband is responding to him and he insist to remove him from the seat. BTW signs are in both English and Spanish.,negative,0
deal!,neutral,1
thank you!,positive,2
right so I missed my connection had a three hour Kay over then you lost my bag.,negative,0
"CEO weighs profits, flyers ChronicleHerald registration",neutral,1
are AskAmex Amex Plat holders provided access or a credit in the Airspace Lounge in JKF?,neutral,1
This is the last time I use your airline. I promise that!,negative,0
"broken light, 35 mins to get bridge to gate, airplane parked wrong , bathroom not emptied last night....your airline in last 3 hrs",negative,0
waited for 3 hours NO LUGGAGE line too long left airport when flight Cancelled Flighted WHERE does luggage GO? On hold for 1 hour so far,negative,0
#usairways lost a passenger today for not upholding their promise of excellent customer service!!!,negative,0
luggage fees? wont b flying JB again! at least #AA gives platinum pass 2 bags! tired of overchging bg herded like cattle2slaughter,negative,0
we are missing our connection due to delay out of LAS. What are we supposed to do now?,negative,0
Really? 9hours???? JenniferWalshPR We dont like delays and do all we can to avoid them. Well have you on your way ASAP,negative,0
"incidentally, Sheila at JFK deserves a raise because shes awesome.",positive,2
well for a start it would be nice if your ticket was actually in the system when you change a flight,negative,0
those whose pay to actually fly with you over 30k year deserve better service than a CC holder.,negative,0
i am sharing it to the public. I fly 20 times a year and sitting now on the tarmac in fll. Your staff is the worst i ever met.,negative,0
I booked it on US Airways site. Dont see a Cancelled Flight link,negative,0
really enjoying sitting at BWI with the door wide open and the ac on as they fix a baggage error #sarcasm,negative,0
1242 now?! I may cry!,negative,0
I have a 0530 flight out of DFW on Tuesday. How far in advance will you give notice if Cancelled Flightled?,neutral,1
AND my luggage has been broken!! #youcouldntmakethis up #brokenwheel,negative,0
the call hung up on me..,negative,0
Had a bad experience with them last week. They broke my bicycle that I had brought with me to do a bike ride in Fla. Why?,negative,0
involuntarily bumped your passenger and cant guarantee them another flight for three days!,negative,0
please dm me,neutral,1
"flight 1388 tomorrow 515 am, status please, thanks",neutral,1
are flights leaving Dallas for Seattle on time Feb 24?,neutral,1
"Thanks for your response. Bags came, but it was a long wait and priority tags werent honored at all. Disappointing",negative,0
Jet BOOOO RT Our fleets on fleek.,negative,0
"Wanted to get my bag benefit, but instead get 25 pricing on all three tickets. When adding a card, MP Visa is only option.",negative,0
I hope you have a solution or insurance to cover this issue,negative,0
we just almost had a major accident on ua3710 ... How about passing on some information to those of us waiting on plane!!!,negative,0
"Thanks. Having issues checking in for flight, please check our DM convo for more info.",positive,2
your customer service is horrendous. Between the way employees speak customers and their lack of care for problems with flights.,negative,0
no not yet. Waiting now to be connected to an agent,negative,0
"When I got your alert, I immediately started looking to rebook. But we only had 11 minutes from reFlight Booking Problems to catch a flight to SRQ.",negative,0
Hi! Just got my TSA precheck # amp put it in my acct. But its not on my boarding pass for a flight this p.m.Can it be updated?,negative,0
"Thank you for the speedy response! I figured it may be something of that nature. You guys and your fine print, haha",positive,2
Ill be impressed if I actually get a response!,neutral,1
scm1133 we hate delays!! have you tried any of these?! although were not sure what a timbit is...,negative,0
thanks! I only loose em at airports...1st time we found it. I think fitbit needs to make flexes that stay on when carrying bags!,neutral,1
just want the money I paid for early bird refunded. Noone seemed to be able at three different. SW should have that worked out,negative,0
returned from vacation went to luggage services. Golf bag was presented in clear wrap that couldve been used in the first place.,neutral,1
"comedy of errors continues... We cant get into our gate, there is a broken down truck in the way #fail",negative,0
"Gotcha... but lessening the delay ... that parts not happening, right?",negative,0
"Not to belabor my point,but shouldnt I be able to put a laptop bag above my seat? Why is it announced to leave it for rollers? Thx",negative,0
can you help 689 in Chicago get to a gate. Freezing on a runway seems like a crappy thing to do at 9pm,negative,0
... I fing hate you.,negative,0
Plane Veers Off Runway at Icy Dallas Airport,neutral,1
We have submitted the customer relations form and await your response!,negative,0
of course I did. The bag should be here by now #frustrated,negative,0
"Ive had my flight Cancelled Flightled twice now, and after 5 minutes of automated questions, the phone just goes to a busy signal. Help?",negative,0
Thank you for the vouchers after the long wait on the runway Saturday night at BWI! I really appreciate it! #SWfan,positive,2
mine is GJQX6J husband is A587CW Cant DM for some reason.,neutral,1
perfect! That works! Thank you!,positive,2
Mold on my flight?!? US3825 #filthyplane #hopeidonotgetsick,negative,0
"You should be apologizing for your rude sales reps and failure to offer anything other than trite, condescending platitudes....",negative,0
"great news for PortColumbusCMH today. Finally, Columbus top unserved market will have flights.",positive,2
"I have fam thats supposed to fly 222 that are currently in the hosp.3 trys to speak to a human, yr phone sys cuts off. pls hlp!",negative,0
thanks,positive,2
"...was only less than 3500pts, but it helped. Had PartnerRewards incoming, but not fast enough to keep pts from expiring.",neutral,1
If my flight is going to be Cancelled Flightled every week I might as well be in business class.,negative,0
"usairways told no gates open at #ORD, needed to wait 20mins. Still waiting after about 4 mins.",negative,0
"thank you for dishonoring my upgrade and putting me in a seat I didnt want, all while not even notifying me. Great 1K service",negative,0
spent 8 for the choppiest feed of Whiplash ever. #americanairlinesfail #iwantmymoneyback,negative,0
whats with the layover in Canada from the UA125? Is that scheduled?,neutral,1
They didnt just tweet this... Nah. RT Our fleets on fleek.,neutral,1
", since jan 22 have been on 10 flights. Why the disrespect in CLT, flt #2063 at 250pm on 18feb to DCA? just asked herba question",negative,0
"Out of curiosity, when a flight is arranged, are pilots notified? There are a lot of pilots havent arrived yet announcements.",neutral,1
When will the flight resume? I dons see it in the open schedule.,negative,0
"his name is Rett Cavan, he has a gofundme page, and is going to take his last breath tonight. This airline only cares about money",negative,0
"Thanks for offering this service, guys!",positive,2
